"","genre","yob","age","pob","citizenship","citizenship_code","religion","age_arrival_ita","years_in_ita","legal_status","legal_status_binary","educational_title","years_of_education","recognized","italian_language_knowledge","recognized_binary","avg_monthly_salary","avg_working_hours_pw","avg_monthly_income_cohabiting_persons","marital_status","partner_citizenship","n_of_children","n_of_cohabiting_persons","personal_money_back_home","cohabiting_persons_money_back_home","GP","first_aid","specialist_visits_SSN","specialist_visits_private","volunteer_center","prevention"
"651","Female",1975,41,"Italy","Europe","209","No religion",0,41,"EU citizens (or dual citizenship of another EU country)","Legal","Lower secondary school",8,"No","Very well","No",500,26,1300,"Married","Same as respondent",1,3,0,200,"Yes","Yes","Yes","No","No","No"
"652","Male",1982,34,"Abroad","America","517","Catholic Christian",17,17,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",1100,60,2100,"Single","Same as respondent",2,2,0,200,"Yes","Yes","No","No","No","No"
"653","Female",1979,37,"Abroad","Europe","245","Orthodox Christian",27,10,"Dual citizenship","Legal","University degree or postgraduate diploma",16,"Yes","Very well","Yes",1200,40,3700,"Married","Italian",2,5,0,0,"Yes","No","Yes","No","No","Yes"
"654","Male",1980,36,"Abroad","Asia","323","Other religion",24,12,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Fairly","No",600,45,1000,"Married","Same as respondent",1,3,0,100,"Yes","No","Yes","No","No","No"
"655","Male",1990,26,"Abroad","Europe","235","Orthodox Christian",16,10,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"Yes","Very well","Yes",800,30,1300,"Married","Same as respondent",0,2,0,0,"Yes","Yes","No","No","No","Yes"
"656","Female",1985,31,"Abroad","Asia","314","Buddhist",28,3,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Little","No",1300,54,3000,"Married","Same as respondent",1,2,1000,1000,"Yes","No","No","No","No","No"
"657","Female",1984,32,"Abroad","Asia","314","Buddhist",29,3,"Valid residence permit/visa","Legal","Primary school",5,"No","Little","No",1200,56,3000,"Married","Same as respondent",2,2,300,300,"Yes","No","Yes","No","No","No"
"658","Male",1985,31,"Abroad","Asia","314","No religion",21,10,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Fairly","No",2000,56,4000,"Married","Same as respondent",2,6,0,0,"Yes","Yes","No","No","No","No"
"659","Male",1982,34,"Abroad","Asia","314","Buddhist",27,7,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Not at all","No",600,60,600,"Married","Same as respondent",1,1,0,0,"No","No","No","No","No","No"
"660","Male",1995,21,"Abroad","Asia","314","Evangelical Christian",17,4,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Little","No",1000,54,1000,"Single","I do not have a spouse/partner",0,1,0,0,"Yes","No","No","No","No","No"
"661","Female",1984,32,"Abroad","Asia","314","Buddhist",19,13,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Little","No",800,50,1800,"Married","Same as respondent",2,4,0,0,"No","No","Yes","No","No","No"
"662","Male",1972,44,"Abroad","Asia","314","No religion",40,4,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Little","No",1000,70,2000,"Married","Same as respondent",1,2,0,500,"Yes","No","No","No","No","No"
"663","Female",1978,38,"Abroad","Asia","314","No religion",37,1,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Not at all","No",1000,90,2000,"Married","Same as respondent",1,2,0,1000,"No","No","No","No","No","No"
"664","Female",1984,32,"Abroad","Asia","314","Buddhist",25,7,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Not at all","No",1500,75,3000,"Married","Same as respondent",2,2,0,0,"Yes","No","Yes","No","No","Yes"
"665","Male",1977,39,"Abroad","Asia","314","Buddhist",27,12,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Fairly","No",2000,70,2000,"Married","Same as respondent",3,5,0,0,"Yes","No","No","No","No","Yes"
"666","Male",1992,24,"Abroad","Asia","314","No religion",14,10,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Fairly","No",2200,50,6000,"Single","Same as respondent",0,4,0,0,"Yes","No","No","No","No","Yes"
"667","Male",1991,25,"Abroad","Asia","305","Buddhist",23,2,"Valid residence permit/visa","Legal","University degree or postgraduate diploma",16,"No","Little","No",250,20,250,"Single","I do not have a spouse/partner",0,1,0,0,"No","No","No","No","No","Yes"
"668","Female",1989,27,"Abroad","Asia","305","Hindu",13,14,"CE long-term residence permit","Legal","Vocational qualification",11,"Yes","Very well","Yes",1100,40,2000,"Married","Same as respondent",0,2,500,800,"No","No","No","No","No","Yes"
"669","Female",1993,23,"Abroad","Asia","314","No religion",18,5,"Valid residence permit/visa","Legal","University degree or postgraduate diploma",16,"Yes","Fairly","Yes",1000,20,1000,"Single","I do not have a spouse/partner",0,1,0,0,"No","No","No","No","No","No"
"670","Male",1980,36,"Abroad","Asia","323","Catholic Christian",12,24,"Dual citizenship","Legal","Lower secondary school",8,"No","Very","No",1500,40,2500,"Divorced/Separated","Other citizenship",2,5,0,0,"Yes","No","No","No","No","Yes"
"671","Female",1953,63,"Abroad","America","517","Evangelical Christian",37,26,"CE long-term residence permit","Legal","Primary school",5,"Don't know, not informed","Fairly","No",800,40,2300,"Widowed","I do not have a spouse/partner",8,3,200,350,"Yes","No","Yes","No","No","Yes"
"672","Female",1975,41,"Abroad","America","615","Catholic Christian",29,12,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Very","No",900,40,900,"Single","I do not have a spouse/partner",0,1,300,300,"No","No","No","No","No","No"
"673","Female",1959,57,"Abroad","America","609","Catholic Christian",38,19,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Very","No",800,20,800,"Single","Same as respondent",1,3,0,0,"Yes","Yes","Yes","No","No","Yes"
"674","Male",1970,46,"Abroad","Africa","419","Muslim",28,18,"CE long-term residence permit","Legal","Upper secondary school",13,"Don't know, wouldn't need it given the job opportunities in Italy","Fairly","No",1000,25,1000,"Married","Other citizenship",5,7,0,0,"No","No","No","No","No","No"
"675","Male",1965,51,"Abroad","America","609","Catholic Christian",36,15,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, not informed","Very","No",1200,40,1200,"Divorced/Separated","I do not have a spouse/partner",1,1,250,250,"No","No","No","No","No","No"
"676","Male",1981,35,"Abroad","America","517","Catholic Christian",30,5,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Fairly","No",1200,48,2000,"Single","Other citizenship",1,3,100,100,"No","No","No","No","No","No"
"677","Female",1965,51,"Abroad","Asia","348","Orthodox Christian",31,20,"Dual citizenship","Legal","University degree or postgraduate diploma",16,"Don't know, not informed","Very well","No",600,15,2300,"Married","Italian",2,4,200,200,"Yes","No","Yes","No","No","Yes"
"678","Female",1981,35,"Abroad","America","517","Evangelical Christian",23,12,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, wouldn't need it given the job opportunities in Italy","Very well","No",500,12,2400,"Single","Same as respondent",6,8,0,0,"No","Yes","No","No","No","No"
"679","Female",1994,22,"Abroad","Europe","243","Orthodox Christian",11,11,"CE long-term residence permit","Legal","Upper secondary school",13,"Yes","Very well","Yes",500,20,1500,"Single","I do not have a spouse/partner",0,2,0,0,"Yes","No","Yes","No","No","Yes"
"680","Female",1980,36,"Abroad","America","517","Evangelical Christian",20,16,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Very well","No",800,20,2000,"Single","Other citizenship",3,4,0,0,"No","No","No","No","No","Yes"
"681","Male",1975,41,"Abroad","America","517","Evangelical Christian",35,6,"Never had any legal status (undocumented)","Illegal","Lower secondary school",8,"No","Fairly","No",500,15,500,"Single","I do not have a spouse/partner",0,1,0,0,"No","No","No","No","No","No"
"682","Male",1982,34,"Abroad","Africa","401","Muslim",32,2,"Never had any legal status (undocumented)","Illegal","Lower secondary school",8,"Don't know, not informed","Fairly","No",800,40,800,"Married","Same as respondent",1,1,400,400,"No","No","No","No","No","No"
"683","Female",1979,37,"Abroad","America","609","Catholic Christian",21,16,"CE long-term residence permit","Legal","Upper secondary school",13,"Don't know, wouldn't need it given the job opportunities in Italy","Very well","No",600,20,2300,"Married","Same as respondent",2,4,0,0,"Yes","No","No","No","No","Yes"
"684","Female",1973,43,"Abroad","America","609","Catholic Christian",26,17,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, not informed","Very","No",600,15,1500,"Married","Other citizenship",3,5,0,0,"No","No","No","No","No","Yes"
"685","Male",1978,38,"Abroad","Europe","201","Catholic Christian",27,11,"CE long-term residence permit","Legal","Upper secondary school",13,"Don't know, wouldn't need it given the job opportunities in Italy","Very","No",1600,50,2000,"Single","Italian",1,3,200,200,"Yes","No","Yes","No","No","No"
"686","Female",1988,28,"Abroad","America","609","Catholic Christian",13,15,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"Yes","Very well","Yes",700,20,2000,"Single","Other citizenship",0,2,0,0,"Yes","No","No","No","No","Yes"
"687","Male",1978,38,"Abroad","America","609","Catholic Christian",25,13,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",1300,18,2200,"Divorced/Separated","I do not have a spouse/partner",1,2,300,300,"No","No","No","No","No","No"
"688","Female",1970,46,"Abroad","Asia","311","Muslim",36,10,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Fairly","No",500,25,800,"Married","Italian",0,2,0,0,"Yes","No","Yes","No","No","Yes"
"689","Male",1974,42,"Abroad","America","609","Catholic Christian",22,20,"CE long-term residence permit","Legal","Upper secondary school",13,"Don't know, wouldn't need it given the job opportunities in Italy","Very","No",1200,36,2000,"Married","Same as respondent",3,5,0,0,"No","No","No","No","No","Yes"
"690","Male",1970,46,"Abroad","Asia","311","Buddhist",27,19,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Very","No",1000,48,1000,"Married","Same as respondent",2,1,500,500,"No","No","No","No","No","No"
"691","Male",1978,38,"Abroad","America","609","Catholic Christian",22,16,"CE long-term residence permit","Legal","Upper secondary school",13,"Don't know, not informed","Very well","No",1500,52,1800,"Married","Same as respondent",0,2,250,250,"Yes","No","Yes","Yes","No","Yes"
"692","Female",1983,33,"Abroad","America","609","Catholic Christian",18,15,"CE long-term residence permit","Legal","Lower secondary school",8,"Yes","Very well","Yes",1200,40,1200,"Single","I do not have a spouse/partner",2,3,100,100,"Yes","No","No","No","No","Yes"
"693","Female",1959,57,"Abroad","Europe","235","Catholic Christian",29,28,"EU citizens (or dual citizenship of another EU country)","Legal","University degree or postgraduate diploma",16,"Yes","Very well","Yes",2000,50,3600,"Married","Italian",1,3,0,0,"Yes","Yes","Yes","Yes","No","Yes"
"694","Female",1987,29,"Abroad","Europe","201","Muslim",24,5,"Expired residence permit/visa being renewed","Legal","Lower secondary school",8,"No","Very","No",500,15,1500,"Married","Same as respondent",3,5,0,0,"No","No","No","No","No","Yes"
"695","Male",1985,31,"Abroad","Asia","311","Muslim",30,1,"Never had any legal status (undocumented)","Illegal","Primary school",5,"No","Fairly","No",750,40,750,"Married","Same as respondent",2,1,300,300,"No","Yes","No","No","Yes","No"
"696","Male",1980,36,"Abroad","Africa","436","Muslim",20,16,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Fairly","No",1500,48,1500,"Married","Same as respondent",5,2,500,500,"Yes","No","No","No","No","No"
"697","Male",1970,46,"Abroad","Africa","436","Muslim",32,14,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very","No",1200,44,1200,"Married","Same as respondent",3,5,0,0,"Yes","No","No","No","No","No"
"698","Female",1964,52,"Abroad","America","615","Catholic Christian",27,25,"Dual citizenship","Legal","University degree or postgraduate diploma",16,"No","Very well","No",1350,40,3000,"Married","Same as respondent",2,5,0,0,"Yes","No","Yes","No","No","Yes"
"699","Male",1968,48,"Abroad","Europe","201","No religion",23,25,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",1500,46,2300,"Married","Same as respondent",2,4,400,500,"Yes","No","No","No","No","No"
"700","Male",1980,36,"Abroad","Africa","419","Muslim",29,7,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Fairly","No",1000,60,1000,"Married","Same as respondent",1,1,400,400,"No","No","No","No","No","No"
"701","Male",1983,33,"Abroad","Africa","419","Muslim",25,8,"Valid residence permit/visa","Legal","University degree or postgraduate diploma",16,"No","Very well","No",900,30,900,"Single","I do not have a spouse/partner",0,1,150,150,"No","No","No","No","No","No"
"702","Male",1980,36,"Abroad","Africa","419","Muslim",22,14,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very well","No",1000,30,1000,"Married","Same as respondent",2,1,500,500,"Yes","No","Yes","No","No","No"
"703","Male",1982,34,"Abroad","Asia","332","Muslim",25,9,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"Yes","Very well","Yes",1200,25,1200,"Married","Same as respondent",2,1,500,500,"Yes","No","No","No","No","No"
"704","Female",1983,33,"Abroad","Europe","235","Orthodox Christian",12,21,"Dual citizenship","Legal","Upper secondary school",13,"Yes","Very well","Yes",1400,40,2600,"Single","Italian",0,2,0,0,"Yes","No","Yes","Yes","No","Yes"
"705","Male",1970,46,"Abroad","Africa","419","Muslim",23,23,"Dual citizenship","Legal","Lower secondary school",8,"Don't know, not informed","Very well","No",1400,45,1400,"Married","Same as respondent",3,5,0,0,"Yes","Yes","Yes","No","Yes","No"
"706","Male",1982,34,"Abroad","Africa","450","Muslim",25,9,"Valid residence permit/visa","Legal","Primary school",5,"Don't know, not informed","Very","No",700,25,2000,"Married","Same as respondent",2,5,0,200,"No","No","No","No","No","No"
"707","Female",1972,44,"Abroad","Africa","404","Catholic Christian",24,20,"CE long-term residence permit","Legal","Vocational qualification",11,"Yes","Very well","Yes",1250,40,1900,"Married","Same as respondent",4,6,0,0,"Yes","No","No","No","No","Yes"
"708","Female",1990,26,"Abroad","America","517","Catholic Christian",20,6,"Valid residence permit/visa","Legal","Primary school",5,"Don't know, not informed","Very","No",300,6,400,"Single","Other citizenship",2,3,0,0,"No","No","No","No","No","No"
"709","Male",1976,40,"Abroad","Africa","419","Muslim",25,15,"CE long-term residence permit","Legal","Vocational qualification",11,"Don't know, wouldn't need it given the job opportunities in Italy","Very well","No",1800,45,1800,"Married","Same as respondent",2,1,700,700,"Yes","No","Yes","No","No","No"
"710","Female",1962,54,"Abroad","Europe","245","Orthodox Christian",40,14,"Dual citizenship","Legal","University degree or postgraduate diploma",16,"No","Very well","No",1200,40,1200,"Married","Italian",1,2,0,0,"Yes","No","No","No","No","Yes"
"711","Male",1960,56,"Abroad","Africa","450","Catholic Christian",22,34,"Dual citizenship","Legal","Vocational qualification",11,"No","Very well","No",700,25,1800,"Divorced/Separated","Other citizenship",4,2,0,0,"Yes","No","Yes","No","No","Yes"
"712","Female",1986,30,"Abroad","America","615","Catholic Christian",22,8,"Valid residence permit/visa","Legal","Upper secondary school",13,"Yes","Very well","Yes",550,17,2500,"Single","I do not have a spouse/partner",0,4,0,200,"Yes","No","Yes","No","No","Yes"
"713","Female",1980,36,"Abroad","America","517","Evangelical Christian",30,6,"Never had any legal status (undocumented)","Illegal","Upper secondary school",13,"No","Very","No",1500,40,1500,"Single","I do not have a spouse/partner",3,4,250,250,"No","Yes","Yes","Yes","No","Yes"
"714","Female",1959,57,"Abroad","Europe","243","Orthodox Christian",50,7,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, wouldn't need it given the job opportunities in Italy","Very","No",1000,50,1000,"Divorced/Separated","I do not have a spouse/partner",2,1,500,500,"Yes","Yes","Yes","No","No","Yes"
